self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
Yes,678556,2350900,15,800,400583,Rejected
No,911499,2740760,15,666,929621,Rejected
Yes,759715,2474040,15,753,1038425,Approved
No,465064,2365150,10,686,1164033,Rejected
Yes,796669,1291580,15,758,981838,Approved
No,874267,1684710,20,688,752180,Rejected
No,754964,2595470,10,731,610886,Rejected
No,879352,2318700,20,667,983883,Rejected
Yes,793324,1008890,15,715,1194022,Approved
No,1031110,1328230,15,659,1211617,Rejected
No,550840,2957100,10,692,634525,Rejected
No,800398,3328150,15,675,1005235,Rejected
No,394276,3169090,15,711,419249,Rejected
No,895236,3343660,20,735,1938658,Rejected
No,777900,1581120,15,701,562451,Approved
No,771669,2530460,20,769,1299789,Approved
No,664383,2571130,15,710,605497,Rejected
No,600246,2162020,15,789,2096776,Rejected
No,721297,2293080,15,669,450436,Rejected
Yes,840657,2693710,10,730,1173968,Approved
Yes,696507,2179690,15,674,769992,Rejected
No,954706,2632210,20,680,1101442,Rejected
No,1099603,1639440,15,704,1126874,Approved
No,885585,2467840,15,761,925803,Approved
Yes,879746,1741520,15,660,468577,Rejected
No,657230,393690,20,738,665418,Approved
Yes,657430,514070,15,718,476947,Approved
No,472973,2705420,20,653,1039242,Rejected
No,677475,1533030,15,659,1297353,Rejected
No,943535,2399660,15,732,1021776,Approved
No,782010,2190760,15,724,1356925,Approved
No,589390,759430,20,723,1550536,Approved
No,724150,1882230,20,786,1680105,Approved
Yes,1068707,2549520,20,775,1044355,Approved
No,531012,2122060,15,727,1238173,Rejected
No,663940,743320,10,647,1373794,Rejected
No,899065,1738310,15,660,1366313,Rejected
Yes,754657,2507830,15,689,1419355,Rejected
Yes,620783,2888650,15,672,642679,Rejected
No,953062,2624940,15,662,1044549,Rejected
Yes,838399,1019210,10,670,1333212,Rejected
Yes,676467,2942720,15,733,178250,Rejected
No,787442,1683490,10,713,1838521,Approved
No,872593,2681510,20,748,1155353,Approved
No,580659,2334700,10,626,1341501,Rejected
No,589135,1049550,10,667,462576,Rejected
No,711761,529150,10,749,743481,Approved
No,902578,2724470,10,628,910325,Rejected
No,928165,2641630,10,678,1400105,Rejected
No,887091,2445780,10,791,953206,Approved
No,1034678,2661050,10,771,943830,Approved
No,864108,1771760,15,739,706071,Approved
No,503585,2156740,10,654,1768484,Rejected
No,858791,984710,10,744,349771,Approved
Yes,579942,1206760,15,687,1584691,Rejected
No,609244,2935310,15,674,1104165,Rejected
No,431789,2080520,10,717,1269751,Rejected
No,653353,2314740,10,809,975210,Rejected
No,815178,2289190,10,715,735476,Approved
No,1133291,2432760,15,755,969066,Approved
No,752454,3508630,15,773,1088095,Rejected
No,591964,2931210,15,721,908773,Rejected
Yes,1047440,2216560,15,682,427182,Rejected
No,479879,2865290,15,625,703880,Rejected
No,983151,2673320,20,704,882372,Approved
No,741362,1025980,10,669,1280762,Rejected
Yes,583266,2181780,10,720,883859,Rejected
No,725726,1319340,15,750,988901,Approved
Yes,1185655,1952900,15,757,801298,Approved
No,979516,932620,15,739,820422,Approved
No,471214,1602680,10,737,1171201,Rejected
No,581232,1415900,20,727,1400531,Approved
No,616898,3064990,20,743,1293865,Rejected
No,966237,1860120,20,744,578389,Approved
Yes,617966,1798170,10,784,522406,Approved
Yes,706587,1902130,15,697,1033710,Rejected
Yes,531703,1078410,20,683,1046607,Rejected
Yes,737692,2323810,15,695,1034882,Rejected
Yes,850202,1215450,10,777,954397,Approved
Yes,630640,2281040,20,691,829340,Rejected
Yes,846374,2349370,10,729,808464,Approved
No,1215734,3546920,10,701,1030265,Approved
No,496774,1574970,10,722,1239773,Approved
Yes,691061,1328040,10,679,505167,Rejected
No,437330,2413670,20,727,590591,Rejected
Yes,667043,2020740,15,747,1150082,Approved
No,714302,2245360,15,635,1053245,Rejected
No,650650,2542180,10,688,586526,Rejected
No,558605,4143780,10,782,532161,Rejected
Yes,767277,2145930,15,720,1029808,Approved
No,594924,1203760,15,691,1473839,Rejected
No,498610,641200,10,771,1713375,Approved
No,606081,2861990,10,761,737884,Rejected
No,428095,1734070,10,783,1504591,Rejected
No,792474,1738690,15,765,418930,Approved
No,725656,1615180,15,634,819507,Rejected
Yes,364745,1479650,15,739,1088710,Rejected
No,460496,2309530,15,764,1330692,Rejected
No,672089,2858040,15,717,1273781,Rejected
No,773329,2323080,15,729,777414,Approved
Yes,868870,3231860,15,704,1747455,Rejected
No,714137,3054000,10,812,735747,Rejected
Yes,773082,2147640,10,649,829077,Rejected
No,907958,3406980,15,692,1117778,Rejected
Yes,1002060,2415080,15,691,1136893,Rejected
No,128628,2672970,10,757,189117,Rejected
No,1146277,1061260,15,818,849355,Approved
No,911493,1129820,10,737,560437,Approved
No,824312,2168670,20,699,1128660,Rejected
No,997724,2011960,20,682,1127857,Rejected
Yes,506635,2517070,10,667,1212727,Rejected
No,519439,2194170,15,678,745407,Rejected
Yes,871084,883580,10,759,1820147,Approved
No,738980,739590,10,702,1325799,Approved
Yes,825363,2579710,15,783,844943,Approved
No,467900,1634350,10,742,903980,Rejected
No,198593,2284410,10,709,1106006,Rejected
Yes,682920,2416970,10,721,415769,Rejected
No,648184,1921050,10,734,654924,Approved
No,677380,1850300,15,679,1254076,Rejected
No,515130,451710,15,708,1471952,Approved
No,652556,2949570,10,694,575402,Rejected
No,747377,1256830,15,726,1345631,Approved
No,932619,2482750,15,732,498886,Approved
No,988461,2652770,20,717,540326,Approved
Yes,665538,2660130,20,765,830977,Rejected
No,461300,1331570,15,814,1052332,Approved
No,528249,2012780,15,678,612153,Rejected
Yes,981399,3335600,10,718,485760,Rejected
No,722607,2732670,10,704,1242719,Rejected
No,531410,1162740,10,767,1199530,Approved
No,247798,2269310,15,756,1293548,Rejected
No,933818,2976420,15,730,973585,Approved
Yes,515689,2177270,10,660,443652,Rejected
No,595787,2264310,10,713,317548,Rejected
No,798247,1934240,15,735,1685637,Approved
No,260932,1474480,10,676,2131005,Rejected
No,797917,1917390,10,744,1110547,Approved
Yes,959129,4985470,10,695,604314,Rejected
Yes,865001,2078350,20,704,1038441,Approved
No,820598,1435640,15,775,1184314,Approved
No,656554,2591740,10,789,1152877,Rejected
No,820245,1499090,15,669,1366992,Rejected
Yes,667986,1764190,10,666,982975,Rejected
No,798042,1397660,15,784,1194693,Approved
Yes,1009084,802580,10,680,689718,Rejected
No,770967,2670820,15,772,784082,Rejected
Yes,751544,2844690,10,689,-4392,Rejected
No,773538,878480,10,793,343089,Approved
No,599861,1395880,20,701,1062193,Approved
Yes,799711,2123110,20,628,1279560,Rejected
Yes,911654,1969270,15,641,607230,Rejected
No,841073,3249630,10,701,1465076,Rejected
No,487168,2757300,15,802,932451,Rejected
Yes,234594,3062950,10,777,1654153,Rejected
No,651993,2763830,15,720,806814,Rejected
No,901527,1713160,20,693,1444606,Rejected
Yes,928389,1712400,15,749,1425886,Approved
No,983397,920400,10,683,1337267,Rejected
No,502388,1767220,10,730,817411,Rejected
No,870235,2286050,15,646,1396777,Rejected
No,669821,3128090,10,725,346177,Rejected
No,880620,1769490,15,693,2017874,Rejected
No,839900,2589370,10,709,615184,Approved
No,547501,1109460,10,611,918198,Rejected
No,938893,1864720,10,657,841753,Rejected
No,587219,2476600,20,714,1010555,Rejected
No,727147,3157750,10,743,1022884,Rejected
No,944146,1672780,10,705,1240965,Approved
No,623250,2004750,10,585,1077386,Rejected
No,923224,1924200,10,690,916676,Rejected
No,960390,2722460,10,725,1615403,Approved
Yes,1198200,2336790,20,649,777108,Rejected
No,877555,1876540,20,709,1870152,Approved
No,596198,2419650,20,764,778799,Rejected
No,760424,1870500,15,663,888846,Rejected
No,668876,2483900,15,790,207523,Rejected
No,799648,2139380,20,776,1042947,Approved
No,959910,1600410,15,773,1159007,Approved
No,567197,2461960,10,785,1120264,Rejected
No,722239,1075820,15,654,1277386,Rejected
No,653462,1243070,10,747,1062822,Approved
Yes,822111,2480230,10,709,668972,Approved
No,954870,3012650,15,790,1658763,Approved
Yes,343516,3427700,15,814,711887,Rejected
No,611390,2078300,10,708,1086724,Rejected
No,750824,1312490,10,706,1491412,Approved
No,559624,2288430,10,692,909329,Rejected
Yes,518444,3053520,15,686,1712375,Rejected
Yes,1035957,2472520,20,726,1430060,Approved
No,780510,2224990,20,747,139260,Rejected
No,1053158,1681690,10,751,1119646,Approved
Yes,804522,1300240,15,710,1191829,Approved
No,852251,600220,15,747,1691906,Approved
Yes,540481,3215090,15,741,959600,Rejected
Yes,1107343,3235490,15,745,1260516,Approved
No,747566,1515110,15,686,713084,Rejected
No,402170,3370200,15,713,840213,Rejected
No,706682,2796450,15,615,404214,Rejected
No,794428,2685000,10,781,603101,Rejected
No,685434,2763320,10,768,540824,Rejected
No,1026144,2753050,15,707,1908337,Approved
No,736310,3129430,10,695,1196176,Rejected
No,789427,2349470,15,715,1762164,Approved
No,606221,2279790,15,714,1096313,Rejected
Yes,691759,536080,20,721,813478,Approved
No,452564,2781440,10,692,1124158,Rejected
No,1037361,1423950,10,740,1681306,Approved
No,956096,3371050,15,819,643292,Rejected
Yes,599815,2208410,20,676,1348232,Rejected
Yes,459510,1811880,10,816,989894,Rejected
Yes,807893,1503780,15,634,202656,Rejected
No,1219345,1666240,10,640,1469175,Rejected
No,1138307,3081120,20,807,1211386,Approved
No,484419,2583870,15,699,906684,Rejected
No,690160,2402620,10,766,1189142,Rejected
No,675377,2412400,10,727,975543,Rejected
Yes,728304,2772850,15,722,1304999,Rejected
Yes,617092,2241690,15,774,761003,Rejected
No,408790,746800,10,772,1089996,Approved
Yes,885442,1605150,10,700,1176746,Approved
Yes,506909,1998170,10,648,1339197,Rejected
Yes,677839,2564520,20,782,1482854,Rejected
No,907459,1954960,15,694,869824,Rejected
No,872929,1274830,10,704,1076608,Approved
No,968546,3544180,20,687,1147134,Rejected
Yes,323200,1353780,20,709,413682,Rejected
No,404219,1009230,15,837,916992,Approved
No,785337,205840,15,711,1576838,Approved
No,1370981,1833040,20,611,1112801,Rejected
No,676098,1332970,15,713,1515543,Approved
No,704577,720120,15,731,355615,Approved
No,798580,1203290,10,657,960395,Rejected
No,733507,837430,10,657,785985,Rejected
No,525872,1323300,15,659,745693,Rejected
No,710503,2710820,20,666,1285551,Rejected
No,1111671,818620,10,737,843753,Approved
No,898853,2590280,10,776,968068,Approved
No,816282,1043110,15,781,1189315,Approved
No,474321,1351920,10,681,670341,Rejected
No,969086,3300970,15,700,1719033,Rejected
No,822639,3596690,15,702,909541,Rejected
No,712624,161200,20,681,1391055,Rejected
Yes,554449,2656660,20,616,1233166,Rejected
No,422405,1437070,10,653,1254946,Rejected
No,371060,2672060,15,686,1072033,Rejected
No,1160816,2081050,20,807,1182085,Approved
No,714288,1114480,10,711,934088,Approved
No,970199,1915900,10,725,1196584,Approved
No,923766,984320,15,754,1139988,Approved
No,862184,2569810,15,666,649645,Rejected
No,783453,2232770,20,680,927634,Rejected
No,450743,926720,15,664,739506,Rejected
No,642696,1961580,15,709,840444,Approved
No,634665,2247280,15,777,1210681,Rejected
No,855524,1061150,15,661,1448662,Rejected
No,392302,1394580,15,665,1043738,Rejected
No,1143259,1718150,15,769,666918,Approved
Yes,583958,2680540,15,661,1829755,Rejected
No,560432,1627800,15,725,1357524,Approved
No,946454,461150,10,676,812517,Rejected
No,735302,1375000,10,669,1203849,Rejected
No,508478,503190,15,740,1026177,Approved
No,495787,2056300,10,659,946691,Rejected
No,740048,1444560,15,609,1558922,Rejected
Yes,763776,2362240,10,796,1578130,Approved
No,752930,2142910,10,689,824304,Rejected
Yes,663072,2104310,15,750,1172038,Approved
No,1135821,1135190,15,756,1019131,Approved
No,321765,1489590,10,685,1060474,Rejected
No,620145,2379650,10,796,1327788,Rejected
No,688851,2342730,10,704,1555984,Rejected
No,910329,2612700,20,782,1969200,Approved
No,931004,609370,15,708,1323070,Approved
No,524624,3549550,10,711,1067542,Rejected
No,724396,2928430,10,652,716989,Rejected
Yes,528593,654960,10,697,1853065,Rejected
No,982530,1357570,10,758,641272,Approved
Yes,639814,1508400,15,766,1099127,Approved
No,820960,2064670,15,740,948092,Approved
No,797604,3065220,10,627,1291776,Rejected
No,1155395,1682890,10,735,1400541,Approved
Yes,660077,3076850,15,682,554999,Rejected
No,542435,4377910,15,734,1058448,Rejected
Yes,692631,2128780,15,738,1029059,Approved
No,806606,1793370,10,676,1128948,Rejected
Yes,1070059,2948750,15,852,585988,Rejected
No,558520,1940150,10,748,1448956,Rejected
No,1107193,1362930,10,733,1160128,Approved
No,720182,2223030,15,729,704971,Approved
No,891528,935630,10,654,850448,Rejected
No,700889,2761690,10,709,289729,Rejected
Yes,883848,2637590,10,706,1197156,Approved
No,637468,1523380,10,709,884488,Approved
No,781315,2655990,15,652,999246,Rejected
No,561288,1570160,20,728,1386408,Approved
No,745278,549190,15,835,1357925,Approved
No,649193,1336690,20,759,1306915,Approved
Yes,932214,1527690,10,789,689483,Approved
No,291885,1467400,10,748,860346,Rejected
No,465803,1924760,15,720,1362861,Rejected
No,925268,1335840,15,667,860472,Rejected
No,707029,2486590,10,757,839586,Rejected
No,608494,1248820,15,772,788794,Approved
No,870995,2138070,15,664,853387,Rejected
No,633330,2256980,15,695,1423708,Rejected
No,547070,997480,20,704,985116,Approved
No,980341,1673830,10,793,377894,Approved
No,823832,2637140,10,730,955118,Approved
No,924078,1030470,10,687,1169346,Rejected
No,975167,2762360,15,741,1533807,Approved
No,838886,2041960,15,691,130058,Rejected
Yes,729990,1231590,15,697,1236107,Rejected
No,541398,586240,15,710,679315,Approved
No,888046,2472880,20,718,1306052,Approved
No,898634,3333170,10,683,846116,Rejected
No,859820,2227060,15,667,904303,Rejected
No,716269,1053480,10,623,610080,Rejected
No,584758,3426890,20,690,943245,Rejected
Yes,670483,2635090,20,702,1365037,Rejected
No,749305,2020180,15,693,668585,Rejected
No,882077,2476800,15,753,2101482,Approved
Yes,509224,2997250,10,586,1181909,Rejected
No,775101,1323900,10,723,501513,Approved
No,1028909,621520,15,689,880478,Rejected
No,898862,1650630,20,801,2054128,Approved
No,1008851,2790450,10,731,1052481,Approved
No,498650,1457120,20,780,1616438,Approved
No,481871,2518330,15,700,358127,Rejected
No,755834,1660450,15,611,933842,Rejected
No,840258,2223740,10,631,1091202,Rejected
No,961846,993810,20,856,880899,Approved
Yes,1020033,2039080,10,679,1137190,Rejected
No,574221,1121940,15,694,1536039,Rejected
No,600774,1574180,10,648,993966,Rejected
No,902775,2498860,10,717,1036216,Approved
No,776831,1549830,15,727,943473,Approved
No,681432,1999270,15,803,1911887,Approved
No,640731,2755000,10,803,1132991,Rejected
No,602238,2457470,20,728,1674350,Rejected
No,827860,2246520,15,729,1108308,Approved
No,766339,2640740,10,729,1095297,Rejected
Yes,539702,1122180,20,747,1650988,Approved
No,728689,1701890,15,709,654000,Approved
Yes,911744,2637700,10,807,484768,Rejected
Yes,645939,2932850,15,680,1815338,Rejected
No,963260,2606930,10,751,1056327,Approved
Yes,963050,2264780,10,718,1365166,Approved
Yes,803591,2929310,20,680,1126842,Rejected
No,466662,266490,10,842,1189829,Approved
No,516767,1260560,20,768,903541,Approved
No,674771,2770790,10,677,1100781,Rejected
Yes,821467,2234000,15,616,1576589,Rejected
No,508003,1177600,15,708,1328275,Approved
No,511907,1930760,10,662,1184904,Rejected
No,860751,266260,20,634,1033884,Rejected
Yes,762129,1255240,20,832,1045954,Approved
No,862015,1083330,20,726,1906705,Approved
Yes,829116,2090840,15,731,925543,Approved
No,911268,1868650,15,686,451838,Rejected
Yes,734684,3707140,20,633,888597,Rejected
No,399399,1790950,15,781,1392560,Rejected
Yes,476131,1920730,15,720,555399,Rejected
Yes,309371,2815690,10,722,1203144,Rejected
No,1066115,1835220,15,712,890562,Approved
No,513769,1632920,15,702,1389715,Approved
No,639240,2114690,10,716,1330774,Approved
No,674713,1226280,15,808,1783773,Approved
No,959303,986740,10,817,558810,Approved
No,745688,1239980,10,760,898229,Approved
No,1034518,1484700,10,801,1769150,Approved
No,782108,2827810,10,831,1590093,Rejected
Yes,576259,1466020,15,712,716094,Approved
No,682342,2117330,10,772,699229,Approved
No,906504,2244170,20,688,621912,Rejected
No,737600,1704700,20,772,1173028,Approved
Yes,641891,2565410,15,732,1315305,Rejected
No,965443,870670,15,702,719458,Approved
Yes,931114,1758610,15,666,580674,Rejected
Yes,317225,2213610,10,659,858047,Rejected
No,718287,1763810,15,652,1477384,Rejected
Yes,920747,1977730,10,663,932299,Rejected
No,507564,2144720,15,771,758909,Rejected
No,1024138,2491010,15,707,769954,Approved
Yes,706938,794070,20,739,370885,Approved
Yes,576649,1290560,10,805,573516,Approved
No,1070570,2481800,20,724,825732,Approved
No,695491,1449490,10,670,1121930,Rejected
Yes,903259,2396150,10,710,332367,Rejected
No,600322,2251910,20,761,932000,Rejected
No,487485,2844690,10,787,1180056,Rejected
Yes,842940,2217810,15,744,218208,Rejected
Yes,737963,2174360,15,673,1143903,Rejected
No,689068,2399250,15,754,1010443,Rejected
No,379499,3395880,20,692,1077077,Rejected
No,966489,1941250,15,709,651233,Approved
No,846823,3147370,10,723,1044015,Rejected
No,576823,1511600,10,653,1696224,Rejected
No,607336,1520810,10,785,1889764,Approved
Yes,393858,1753780,15,696,1256854,Rejected
Yes,676714,2170480,10,693,974729,Rejected
Yes,322165,1695090,15,808,236940,Rejected
No,482358,2455410,10,726,1296244,Rejected
Yes,1286913,1118440,10,663,382829,Rejected
Yes,841171,2391730,10,721,1067704,Approved
No,611828,2759690,10,825,870360,Rejected
No,696717,2748070,20,732,1014313,Rejected
Yes,1076386,1628480,15,703,1549506,Approved
No,108396,2765130,15,787,874637,Rejected
No,321276,1702000,20,764,1403572,Rejected
Yes,920037,1820670,10,725,1419346,Approved
Yes,736723,1877710,10,757,1307155,Approved
Yes,552638,2615390,15,683,1187067,Rejected
No,584975,1802640,15,701,740812,Approved
Yes,840004,2705540,15,655,863495,Rejected
No,790257,2139290,15,654,1487356,Rejected
No,651816,1080110,10,738,490450,Approved
No,752377,3122410,20,765,902386,Rejected
Yes,705712,1290180,10,630,1118399,Rejected
No,960197,1865480,15,661,851229,Rejected
No,888569,1382670,10,745,1251941,Approved
No,699925,1898730,15,702,798713,Approved
No,974548,983130,15,694,1067382,Rejected
Yes,629009,2348550,20,765,774132,Rejected
Yes,774032,1429990,15,695,838470,Rejected
No,690835,3137440,10,758,509810,Rejected
No,569964,1590760,10,691,1190849,Rejected
No,836473,1606730,15,709,664010,Approved
No,818643,1674100,10,721,1615417,Approved
No,743365,1266490,10,781,1316429,Approved
No,799081,1823100,10,717,826690,Approved
Yes,592595,2741000,20,760,1078004,Rejected
No,991047,2650690,10,718,719792,Approved
No,703581,3026240,15,784,788701,Rejected
No,583563,1576640,10,733,882140,Approved
No,1163574,1378600,15,646,1569544,Rejected
No,906779,1236530,20,696,927842,Rejected
Yes,620287,2432940,20,706,690627,Rejected
No,1016736,2348750,10,729,1392481,Approved
No,604231,1480030,20,718,1536558,Approved
No,836465,2958690,15,738,918394,Rejected
No,731535,1626210,15,768,1129910,Approved
No,467715,1900970,20,751,1221376,Rejected
Yes,469368,362640,10,759,1155343,Approved
Yes,732348,1620030,20,590,951391,Rejected
Yes,925037,1832510,10,718,990302,Approved
No,917447,2226240,10,709,654123,Approved
No,1043705,739120,20,729,959897,Approved
Yes,896638,1361520,15,567,1409305,Rejected
No,779242,3531330,15,745,1402988,Rejected
Yes,679936,2606850,10,672,996297,Rejected
Yes,685412,2361320,20,614,926430,Rejected
No,370385,3204600,15,728,1275026,Rejected
Yes,662941,1094830,10,781,827167,Approved
No,852363,1532780,15,788,261655,Rejected
Yes,898478,2375350,10,772,742348,Approved
No,468876,2200850,15,713,939931,Rejected
No,726530,1051390,15,762,172924,Rejected
No,491340,927640,10,704,518649,Approved
No,769215,2627920,10,723,796983,Rejected
Yes,718744,2864790,10,695,1298024,Rejected
No,957764,1453860,10,705,1321874,Approved
No,484452,2404930,15,723,1276035,Rejected
No,875728,1766140,15,670,872775,Rejected
No,720783,2968890,15,778,1029171,Rejected
No,944071,1677620,10,647,1341878,Rejected
No,843287,2303090,15,701,944674,Approved
No,971977,1167460,15,664,998665,Rejected
Yes,778736,-496220,10,755,1260388,Approved
Yes,1028767,1694760,10,706,787236,Approved
No,881495,2323100,15,709,828685,Approved
No,696133,2032780,15,722,260938,Rejected
Yes,1211959,1193470,10,633,1103914,Rejected
No,846066,3533990,10,786,1739737,Rejected
No,1100492,1490360,15,792,1815223,Approved
Yes,906859,2260530,10,675,1214281,Rejected
No,679089,752460,20,712,549861,Approved
No,717727,2480680,10,749,1524343,Rejected
No,832390,1442060,10,822,1095060,Approved
No,871120,2271120,15,705,919461,Approved
No,941418,2588510,15,655,225222,Rejected
No,996877,3121800,15,810,399200,Rejected
Yes,1040569,2641910,15,707,801607,Approved
No,1131503,3463690,15,728,1053032,Approved
No,968594,2243510,20,634,807978,Rejected
Yes,572625,1166060,10,703,1016870,Approved
Yes,505345,1413510,15,666,788569,Rejected
Yes,979709,2706370,10,799,1010487,Approved
No,937095,1167020,10,707,1495856,Approved
No,849310,1951870,10,806,1380012,Approved
No,757760,1942780,10,629,606158,Rejected
No,1005027,2872690,15,668,554097,Rejected
No,586044,1773790,10,680,1301664,Rejected
No,817985,1577180,15,727,715575,Approved
Yes,880324,2038290,20,684,1028641,Rejected
Yes,924675,2255370,10,719,927304,Approved
No,705546,1687200,10,698,1177440,Rejected
No,791929,2560920,20,661,744096,Rejected
Yes,576195,2491250,10,698,620966,Rejected
Yes,1205684,3346330,15,719,1502791,Approved
No,751020,1297050,20,678,986954,Rejected
No,318722,2701490,10,626,2344786,Rejected
Yes,994844,3107390,15,708,1469877,Approved
No,950229,2566430,15,742,1030126,Approved
Yes,735408,698580,10,648,1007284,Rejected
Yes,531694,1615370,10,812,720607,Approved
Yes,1069926,795650,20,753,1613569,Approved
Yes,872428,3174050,10,760,896918,Rejected
Yes,763398,447410,20,674,825256,Rejected
No,636546,2327550,20,766,1390055,Rejected
Yes,1259464,703200,10,678,801207,Rejected
No,673584,2990180,15,727,917140,Rejected
No,430220,1994800,15,712,911916,Rejected
Yes,846032,2371990,15,663,1045068,Rejected
No,954157,1003340,20,620,1558668,Rejected
Yes,1161645,1245100,10,708,1038484,Approved
Yes,864626,950780,10,771,1398347,Approved
No,608343,2272930,15,816,1658332,Rejected
No,788218,1307740,15,700,910304,Approved
No,682085,1795740,10,699,1028392,Rejected
No,885433,2354370,15,682,963502,Rejected
No,677583,3428560,10,736,1716751,Rejected
No,955098,1535810,15,716,1494732,Approved
Yes,907187,2367980,20,701,1546005,Approved
Yes,1028100,2335400,10,752,1075262,Approved
Yes,658019,1922750,20,684,1293149,Rejected
No,897432,2734850,10,701,483247,Rejected
No,1139421,2071330,15,651,493454,Rejected
No,724427,1492130,20,713,543614,Approved
Yes,732466,1984270,10,662,315244,Rejected
No,780492,2314510,10,658,1107206,Rejected
No,862861,62840,10,727,65444,Approved
Yes,303564,1176870,10,759,577875,Rejected
No,424501,2175440,10,695,443851,Rejected
Yes,411050,610900,20,795,875051,Approved
No,978489,1643920,15,846,813640,Approved
No,1088818,2135890,15,793,823314,Approved
No,907345,1931670,20,699,294482,Rejected
No,675822,703550,10,701,1156048,Approved
No,812938,2646840,10,710,536638,Approved
No,585375,1976910,10,649,1076230,Rejected
No,811690,2421740,10,720,891587,Approved
No,804837,1593010,20,702,502909,Approved
No,603211,2675060,15,734,650361,Rejected
No,822803,2943780,15,806,746611,Rejected
Yes,691602,1403970,15,720,839919,Approved
No,889516,834210,10,734,805669,Approved
Yes,328894,1825120,15,826,1237300,Rejected
Yes,737783,4010000,20,743,496480,Rejected
No,522841,2339960,10,692,1956410,Rejected
No,1106691,2200510,15,679,776816,Rejected
No,453401,2979740,10,704,641219,Rejected
No,892396,2283510,10,706,1261445,Approved
No,396530,2962080,10,725,976921,Rejected
No,1188778,3128330,15,629,1509266,Rejected
No,578818,1651460,10,729,1271515,Approved
Yes,744570,2089400,10,760,433810,Approved
Yes,758150,2123460,15,791,708953,Approved
No,834598,2073080,15,685,1118794,Rejected
No,849869,3104440,15,697,365899,Rejected
No,709173,2325840,20,704,929945,Approved
No,880541,2523320,10,679,1304592,Rejected
Yes,708247,2303320,10,734,756889,Approved
Yes,851508,2673510,20,664,424209,Rejected
No,715368,2234590,15,809,488950,Approved
No,770531,2097090,10,704,382904,Rejected
No,1236747,1915250,10,693,718582,Rejected
No,383000,2327130,15,706,803214,Rejected
No,1029853,2492970,10,727,1181389,Approved
No,700890,2980470,10,719,921390,Rejected
Yes,1141556,991310,20,737,1033068,Approved
No,902650,2040030,10,670,1402101,Rejected
No,455260,329470,10,739,597297,Approved
No,715316,1401240,10,632,813657,Rejected
No,490604,2735650,15,719,744447,Rejected
Yes,612031,510890,10,707,1323212,Approved
Yes,870379,2321860,10,787,749948,Approved
No,716002,1618110,10,833,1577947,Approved
No,530217,1352310,15,772,779512,Approved
Yes,1003030,1094360,10,690,872101,Rejected
No,797719,3045940,20,765,427748,Rejected
No,1054450,1844450,15,731,476179,Approved
Yes,650895,963240,15,797,762788,Approved
Yes,384283,2395680,10,771,1424975,Rejected
No,767302,2149560,10,808,357498,Rejected
No,824520,1797140,10,639,543648,Rejected
Yes,887369,2186590,10,738,1575024,Approved
No,471633,1703610,20,819,551654,Rejected
No,717594,3006990,10,758,1459883,Rejected
No,595412,2038640,20,768,807185,Rejected
Yes,651261,2584570,20,749,1187764,Rejected
No,692088,2148880,15,760,986438,Approved
Yes,755706,1484910,20,737,758901,Approved
No,709745,2758960,15,808,1486679,Rejected
No,284693,2496780,15,761,976199,Rejected
No,475027,2351730,20,743,955821,Rejected
Yes,908853,1253270,20,721,1330928,Approved
No,836450,1680170,10,733,1370608,Approved
No,677044,3089730,15,826,1718157,Rejected
No,804953,1852260,15,736,701904,Approved
No,519066,1446100,20,601,730864,Rejected
Yes,704586,2048520,10,796,1592200,Approved
No,749470,187920,15,695,765470,Rejected
No,956048,1118080,10,595,238498,Rejected
No,684414,3393230,10,777,776143,Rejected
No,993510,446160,10,728,1607042,Approved
No,520614,1738590,15,684,151642,Rejected
No,844021,303120,10,619,355074,Rejected
No,970775,2215860,20,641,1067495,Rejected
No,228653,1648060,15,660,1173562,Rejected
No,601189,1955690,15,643,957755,Rejected
No,793577,1446950,20,685,639891,Rejected
No,440002,1741800,15,717,757340,Rejected
No,697348,2346200,15,712,1199273,Rejected
No,996628,1999830,15,705,1514249,Approved
No,981515,1358420,20,700,690581,Approved
Yes,909556,2252350,10,701,813549,Approved
No,1159682,2746180,10,761,283965,Rejected
Yes,1013557,2551770,10,685,1666886,Rejected
No,960277,2250360,15,713,1256297,Approved
No,717515,1809240,10,696,707380,Rejected
Yes,1119348,2069190,10,682,823806,Rejected
Yes,788929,2189760,15,642,1081572,Rejected
No,727886,2250280,10,712,1544911,Approved
No,831724,1347770,10,702,323177,Approved
No,728782,2005970,10,738,539143,Approved
Yes,708681,2213530,15,691,819742,Rejected
No,940010,2991830,15,704,441803,Rejected
Yes,258333,1585490,10,694,422076,Rejected
Yes,621439,2595890,15,739,1230654,Rejected
Yes,594855,2246190,20,754,944261,Rejected
No,980581,1247150,10,726,1718584,Approved
No,804939,2448380,15,686,347600,Rejected
Yes,630343,2584010,20,831,1013359,Rejected
No,626513,2672690,10,704,1143715,Rejected
No,692943,1849170,10,630,1204147,Rejected
Yes,950264,2742370,15,690,1149813,Rejected
No,905269,2008640,20,740,853791,Approved
No,714858,1604900,10,737,622587,Approved
Yes,995954,1677920,15,724,762735,Approved
No,769978,4462140,15,730,1040224,Rejected
No,890771,904520,10,686,1237003,Rejected
Yes,743403,1402650,20,730,566884,Approved
No,908845,1761760,20,779,768015,Approved
